"Global X Copper Miners ETF",,,,,
Date,"Closing Price","Daily Change","Daily Change %",Premium/Discount,"Premium/Discount %"
08/29/2017,26.48,0.13,0.49,0.05,0.19
08/28/2017,26.35,0.31,1.19,0.05,0.18
08/25/2017,26.04,0.07,0.27,0.10,0.39
08/24/2017,25.97,0.26,1.01,0.04,0.17
08/23/2017,25.71,0.30,1.18,0.06,0.24
08/22/2017,25.41,0.50,2.01,0.01,0.05
08/21/2017,24.91,0.35,1.43,-0.04,-0.16
08/18/2017,24.56,0.15,0.61,-0.01,-0.03
08/17/2017,24.41,-0.34,-1.37,-0.22,-0.88
08/16/2017,24.75,1.08,4.56,0.08,0.31
08/15/2017,23.67,-0.37,-1.54,-0.06,-0.24
08/14/2017,24.04,0.27,1.14,-0.02,-0.07
08/11/2017,23.77,-0.60,-2.46,0.00,0.02
08/10/2017,24.37,-0.90,-3.56,-0.10,-0.42
08/09/2017,25.27,-0.22,-0.86,0.12,0.48
08/08/2017,25.49,0.19,0.75,0.17,0.65
08/07/2017,25.3,0.28,1.12,0.20,0.79
08/04/2017,25.02,0.07,0.28,0.13,0.54
08/03/2017,24.95,-0.01,-0.04,0.13,0.53
08/02/2017,24.96,-0.16,-0.64,0.11,0.45
08/01/2017,25.12,0.05,0.20,0.07,0.27
07/31/2017,25.07,0.54,2.20,0.07,0.27
07/28/2017,24.53,-0.01,-0.04,0.00,-0.01
07/27/2017,24.54,-0.34,-1.37,-0.06,-0.23
07/26/2017,24.88,0.79,3.28,0.23,0.91
07/25/2017,24.09,1.07,4.65,0.00,-0.01
07/24/2017,23.02,0.07,0.31,-0.05,-0.23
07/21/2017,22.95,0.01,0.04,-0.06,-0.28
07/20/2017,22.94,-0.40,-1.71,-0.08,-0.36
07/19/2017,23.34,0.14,0.60,-0.01,-0.04
07/18/2017,23.2,0.11,0.48,-0.02,-0.09
07/17/2017,23.09,0.60,2.67,-0.02,-0.09
07/14/2017,22.49,0.27,1.22,0.03,0.11
