"Global X Lithium and Battery Tech ETF",,,,,
Date,"Closing Price","Daily Change","Daily Change %",Premium/Discount,"Premium/Discount %"
4/1/15,--,--,--,-0.01,-0.06
3/31/15,--,--,--,-0.02,-0.21
3/30/15,--,--,--,0.02,0.18
3/27/15,--,--,--,-0.02,-0.20
3/26/15,--,--,--,-0.06,-0.56
3/25/15,--,--,--,-0.07,-0.61
3/24/15,--,--,--,-0.02,-0.17
3/23/15,--,--,--,-0.01,-0.09
3/20/15,--,--,--,0.02,0.14
3/19/15,--,--,--,-0.02,-0.22
3/18/15,--,--,--,0.04,0.36
3/17/15,--,--,--,-0.02,-0.19
3/16/15,--,--,--,-0.02,-0.14
3/13/15,--,--,--,-0.06,-0.50
3/12/15,--,--,--,0.00,0.00
3/11/15,--,--,--,-0.06,-0.52
3/10/15,--,--,--,-0.09,-0.73
3/9/15,--,--,--,-0.03,-0.23
3/6/15,--,--,--,-0.10,-0.80
3/5/15,--,--,--,-0.05,-0.39
3/4/15,--,--,--,-0.04,-0.33
3/3/15,--,--,--,-0.06,-0.49
3/2/15,--,--,--,-0.05,-0.45
2/27/15,--,--,--,-0.07,-0.60
2/26/15,--,--,--,-0.04,-0.32
2/25/15,--,--,--,-0.04,-0.35
2/24/15,--,--,--,0.00,0.01
2/23/15,--,--,--,-0.03,-0.29
2/20/15,--,--,--,-0.05,-0.38
