"Global X Fertilizers/Potash ETF",,,,,
Date,"Closing Price","Daily Change","Daily Change %",Premium/Discount,"Premium/Discount %"
11/29/2018,9.76,-0.02,-0.20,0.00,-0.01
11/28/2018,9.78,0.13,1.35,0.10,1.06
11/27/2018,9.65,-0.02,-0.21,0.02,0.22
11/26/2018,9.67,0.07,0.73,-0.01,-0.09
11/23/2018,9.6,-0.10,-1.03,-0.03,-0.28
11/21/2018,9.7,0.08,0.83,-0.01,-0.06
11/20/2018,9.62,-0.27,-2.73,-0.06,-0.60
11/19/2018,9.89,-0.23,-2.27,-0.05,-0.55
11/16/2018,10.12,0.02,0.20,0.02,0.18
11/15/2018,10.1,0.13,1.30,0.03,0.26
